TE_00004702#Unknown	NO	TE_00004702#LTR	TE_00004702#Unknown	2	TE_00004702#Unknown
TE_00007688#Unknown	NO	TE_00007688#DNA/hAT_MITE	TE_00007688#Unknown	2	TE_00007688#Unknown
TE_00010436#Unknown	NO	TE_00010436#LTR	TE_00010436#Unknown	2	TE_00010436#Unknown
TE_00010204#Unknown	NO	TE_00010204#DNA/hAT_MITE	TE_00010204#Unknown	2	TE_00010204#Unknown
TE_00009982#LINE	YES	TE_00009982#LTR	TE_00009982#LINE/RTE-BovB	2	TE_00009982#LINE
TE_00003977#Unknown	NO	TE_00003977#unknown	TE_00003977#Unknown	2	TE_00003977#Unknown
TE_00009218#Unknown	NO	TE_00009218#LTR	TE_00009218#Unknown	2	TE_00009218#Unknown
TE_00007205#Unknown	NO	TE_00007205#DNA/hAT_MITE	TE_00007205#Unknown	2	TE_00007205#Unknown
TE_00007180#Unknown	NO	TE_00007180#LTR	TE_00007180#Unknown	2	TE_00007180#Unknown
TE_00007640#LTR/Gypsy/Retand	YES	TE_00007640#LTR	TE_00007640#LTR/Gypsy	3	TE_00007640#LTR/Gypsy/Retand
TE_00006041#Unknown	NO	TE_00006041#LTR	TE_00006041#Unknown	2	TE_00006041#Unknown
TE_00010308#Unknown	NO	TE_00010308#LTR	TE_00010308#LINE/RTE-BovB	0	TE_00010308#Unknown
TE_00004738#Unknown	NO	TE_00004738#DNA/hAT_MITE	TE_00004738#LINE/I-Jockey	0	TE_00004738#Unknown
TE_00007610#Unknown	NO	TE_00007610#LTR	TE_00007610#Unknown	2	TE_00007610#Unknown
TE_00009964#Unknown	NO	TE_00009964#LTR	TE_00009964#LINE/L1	0	TE_00009964#Unknown
TE_00010253#Unknown	NO	TE_00010253#LTR	TE_00010253#LINE/L1	0	TE_00010253#Unknown
TE_00004479#LTR/Copia/SIRE	YES	TE_00004479#LTR	TE_00004479#LTR/Copia	3	TE_00004479#LTR/Copia/SIRE
TE_00001898#Unknown	NO	TE_00001898#LTR	TE_00001898#Unknown	2	TE_00001898#Unknown
TE_00008291#Unknown	NO	TE_00008291#LTR	TE_00008291#LTR/ERV1	2	TE_00008291#LTR/ERV1
TE_00007220#LTR/Copia/SIRE	YES	TE_00007220#LTR/Gypsy	TE_00007220#Unknown	2	TE_00007220#LTR/Copia/SIRE
TE_00002940#Unknown	NO	TE_00002940#DNA/hAT_MITE	TE_00002940#LTR/Copia	0	TE_00002940#Unknown
TE_00010342#Unknown	NO	TE_00010342#DNA/hAT_MITE	TE_00010342#Unknown	2	TE_00010342#Unknown
TE_00004485#LINE	YES	TE_00004485#LTR/Gypsy	TE_00004485#LINE/L1	2	TE_00004485#LINE
TE_00007529#LTR/Copia/SIRE	YES	TE_00007529#LTR/Gypsy	TE_00007529#LTR/Copia	3	TE_00007529#LTR/Copia/SIRE
TE_00007809#Unknown	NO	TE_00007809#DNA/hAT_MITE	TE_00007809#Unknown	2	TE_00007809#Unknown
TE_00007321#LTR/Copia/SIRE	YES	TE_00007321#LTR/Copia	TE_00007321#LTR/Copia	3	TE_00007321#LTR/Copia/SIRE
TE_00007999#Unknown	NO	TE_00007999#DNA/hAT_MITE	TE_00007999#Unknown	2	TE_00007999#Unknown
TE_00002513#LTR/Copia/SIRE	YES	TE_00002513#DNA/hAT_MITE	TE_00002513#LTR/Copia	2	TE_00002513#LTR/Copia/SIRE
TE_00007842#LTR/Gypsy/Retand	YES	TE_00007842#LTR/Gypsy	TE_00007842#LTR/Gypsy	3	TE_00007842#LTR/Gypsy/Retand
TE_00002817#LINE	YES	TE_00002817#LTR/Copia	TE_00002817#LINE/L1	2	TE_00002817#LINE
TE_00010303#Unknown	NO	TE_00010303#DNA/hAT_MITE	TE_00010303#PLE/Chlamys	0	TE_00010303#Unknown
TE_00006145#Unknown	NO	TE_00006145#DNA/hAT_MITE	TE_00006145#Unknown	2	TE_00006145#Unknown
TE_00000008#Unknown	NO	TE_00000008#LTR/Gypsy	TE_00000008#Unknown	2	TE_00000008#Unknown
TE_00003733#Unknown	NO	TE_00003733#DNA/hAT_MITE	TE_00003733#Unknown	2	TE_00003733#Unknown
TE_00010158#Unknown	NO	TE_00010158#LTR	TE_00010158#Unknown	2	TE_00010158#Unknown
TE_00003346#LTR/Gypsy/Athila	YES	TE_00003346#DNA/hAT_MITE	TE_00003346#Unknown	1	TE_00003346#LTR/Gypsy/Athila
TE_00009535#Unknown	NO	TE_00009535#LTR	TE_00009535#Unknown	2	TE_00009535#Unknown
TE_00009970#LINE	YES	TE_00009970#LTR	TE_00009970#LINE/L1	2	TE_00009970#LINE
TE_00009755#LTR/Copia/TAR	YES	TE_00009755#LTR	TE_00009755#LTR/Copia	3	TE_00009755#LTR/Copia/TAR
TE_00010198#Unknown	NO	TE_00010198#LTR	TE_00010198#Unknown	2	TE_00010198#Unknown
TE_00005171#Unknown	NO	TE_00005171#LTR	TE_00005171#Unknown	2	TE_00005171#Unknown
TE_00003010#Unknown	NO	TE_00003010#LTR	TE_00003010#LINE/L1	0	TE_00003010#Unknown
TE_00005177#Unknown	NO	TE_00005177#LTR	TE_00005177#Unknown	2	TE_00005177#Unknown
TE_00000854#Unknown	NO	TE_00000854#LTR	TE_00000854#Unknown	2	TE_00000854#Unknown
TE_00010328#Unknown	NO	TE_00010328#DNA/hAT_MITE	TE_00010328#Unknown	2	TE_00010328#Unknown
TE_00002529#Unknown	NO	TE_00002529#LTR	TE_00002529#Unknown	2	TE_00002529#Unknown
TE_00003825#Unknown	NO	TE_00003825#LTR	TE_00003825#Unknown	2	TE_00003825#Unknown
TE_00004318#Unknown	NO	TE_00004318#LTR	TE_00004318#Unknown	2	TE_00004318#Unknown
TE_00009576#LTR/Gypsy/Athila	YES	TE_00009576#LTR	TE_00009576#LTR/Gypsy	3	TE_00009576#LTR/Gypsy/Athila
TE_00006877#Unknown	NO	TE_00006877#LTR	TE_00006877#Unknown	2	TE_00006877#Unknown
TE_00010079#Unknown	NO	TE_00010079#LTR	TE_00010079#DNA/MULE-MuDR	0	TE_00010079#Unknown
TE_00003578#TIR/MuDR_Mutator	YES	TE_00003578#DNA/hAT_MITE	TE_00003578#DNA/MULE-MuDR	2	TE_00003578#DNA/MULE-MuDR
TE_00009032#Unknown	NO	TE_00009032#DNA/hAT_MITE	TE_00009032#LINE/L1	0	TE_00009032#Unknown
TE_00002840#LINE	YES	TE_00002840#LTR	TE_00002840#LINE/L1	2	TE_00002840#LINE
TE_00010229#LTR/Gypsy/Tekay	YES	TE_00010229#LTR	TE_00010229#LTR/Gypsy	3	TE_00010229#LTR/Gypsy/Tekay
TE_00006490#Unknown	NO	TE_00006490#DNA/hAT_MITE	TE_00006490#Unknown	2	TE_00006490#Unknown
TE_00002854#Unknown	NO	TE_00002854#DNA/hAT_MITE	TE_00002854#LTR/Gypsy	0	TE_00002854#Unknown
TE_00000812#Unknown	NO	TE_00000812#DNA/hAT_MITE	TE_00000812#LTR/Copia	0	TE_00000812#Unknown
TE_00010282#LTR/Copia/SIRE	YES	TE_00010282#LTR	TE_00010282#LTR/Copia	3	TE_00010282#LTR/Copia/SIRE
TE_00007075#Unknown	NO	TE_00007075#DNA/hAT_MITE	TE_00007075#Unknown	2	TE_00007075#Unknown
TE_00010188#Unknown	NO	TE_00010188#DNA/hAT_MITE	TE_00010188#Unknown	2	TE_00010188#Unknown
TE_00007696#Unknown	NO	TE_00007696#DNA/hAT_MITE	TE_00007696#LINE/L1	0	TE_00007696#Unknown
TE_00004081#Unknown	NO	TE_00004081#DNA/hAT_MITE	TE_00004081#Unknown	2	TE_00004081#Unknown
TE_00003668#Unknown	NO	TE_00003668#DNA/hAT_MITE	TE_00003668#Unknown	2	TE_00003668#Unknown
TE_00008330#LTR/Copia	NO	TE_00008330#LTR	TE_00008330#Unknown	2	TE_00008330#LTR/Copia
TE_00010299#LTR/Copia/SIRE	YES	TE_00010299#DNA/hAT_nMITE	TE_00010299#LTR/Copia	2	TE_00010299#LTR/Copia/SIRE
TE_00009703#LTR/Copia/Ale	YES	TE_00009703#LTR	TE_00009703#Unknown	2	TE_00009703#LTR/Copia/Ale
TE_00002835#Unknown	NO	TE_00002835#DNA/hAT_MITE	TE_00002835#Unknown	2	TE_00002835#Unknown
TE_00009903#Unknown	NO	TE_00009903#LTR	TE_00009903#DNA/hAT-Tip100	0	TE_00009903#Unknown
TE_00005670#LINE	YES	TE_00005670#LTR	TE_00005670#LINE/L1	2	TE_00005670#LINE
TE_00010277#Unknown	NO	TE_00010277#DNA/CACTA_nMITE	TE_00010277#DNA/MULE-MuDR	2	TE_00010277#DNA/MULE-MuDR
TE_00007098#Unknown	NO	TE_00007098#LTR	TE_00007098#Unknown	2	TE_00007098#Unknown
TE_00005448#Unknown	NO	TE_00005448#LTR	TE_00005448#Unknown	2	TE_00005448#Unknown
TE_00008360#Unknown	NO	TE_00008360#LTR	TE_00008360#Unknown	2	TE_00008360#Unknown
TE_00009850#LTR/Copia/Bianca	YES	TE_00009850#LTR/Gypsy	TE_00009850#LTR/Copia	3	TE_00009850#LTR/Copia/Bianca
TE_00004705#LTR/Copia/SIRE	YES	TE_00004705#LTR/Gypsy	TE_00004705#LTR/Copia	3	TE_00004705#LTR/Copia/SIRE
TE_00003544#LTR/Copia/SIRE	YES	TE_00003544#LTR/Gypsy	TE_00003544#LTR/Copia	3	TE_00003544#LTR/Copia/SIRE
TE_00008536#Unknown	NO	TE_00008536#LTR/Copia	TE_00008536#Unknown	2	TE_00008536#Unknown
TE_00010156#Unknown	NO	TE_00010156#LTR/Gypsy	TE_00010156#LINE/L1-Tx1	0	TE_00010156#Unknown
TE_00002802#Unknown	NO	TE_00002802#LTR/Copia	TE_00002802#Unknown	2	TE_00002802#Unknown
TE_00000418#Unknown	NO	TE_00000418#LTR/Gypsy	TE_00000418#Unknown	2	TE_00000418#Unknown
TE_00003737#Unknown	NO	TE_00003737#LTR	TE_00003737#Unknown	2	TE_00003737#Unknown
TE_00002523#Unknown	NO	TE_00002523#LTR	TE_00002523#Unknown	2	TE_00002523#Unknown
TE_00007510#Unknown	NO	TE_00007510#DNA/Mutator_nMITE	TE_00007510#LINE/RTE-BovB	0	TE_00007510#Unknown
TE_00007503#Unknown	NO	TE_00007503#DNA/TcMar_nMITE	TE_00007503#DNA/CMC-EnSpm	2	TE_00007503#DNA/CMC-EnSpm
TE_00007740#Unknown	NO	TE_00007740#DNA/TcMar_nMITE	TE_00007740#Unknown	2	TE_00007740#Unknown
TE_00001213#Unknown	NO	TE_00001213#LTR	TE_00001213#Unknown	2	TE_00001213#Unknown
TE_00003333#Unknown	NO	TE_00003333#DNA/hAT_nMITE	TE_00003333#DNA/hAT-Ac	2	TE_00003333#DNA/hAT-Ac
TE_00007376#LTR/Copia/Ikeros	YES	TE_00007376#LTR	TE_00007376#LTR/Copia	3	TE_00007376#LTR/Copia/Ikeros
TE_00009092#Unknown	NO	TE_00009092#DNA/hAT_MITE	TE_00009092#Unknown	2	TE_00009092#Unknown
TE_00007392#LTR/Gypsy/Retand	YES	TE_00007392#LTR	TE_00007392#LTR/Gypsy	3	TE_00007392#LTR/Gypsy/Retand
TE_00003241#LTR/Gypsy/Athila	YES	TE_00003241#DNA/hAT_MITE	TE_00003241#LTR/Gypsy	2	TE_00003241#LTR/Gypsy/Athila
TE_00000171#Unknown	NO	TE_00000171#DNA/hAT_MITE	TE_00000171#Unknown	2	TE_00000171#Unknown
TE_00003043#Unknown	NO	TE_00003043#LTR	TE_00003043#Unknown	2	TE_00003043#Unknown
TE_00005623#Unknown	NO	TE_00005623#LTR	TE_00005623#Unknown	2	TE_00005623#Unknown
TE_00007736#Unknown	NO	TE_00007736#DNA/hAT_MITE	TE_00007736#Unknown	2	TE_00007736#Unknown
TE_00000662#Unknown	NO	TE_00000662#LTR	TE_00000662#Unknown	2	TE_00000662#Unknown
TE_00007817#Unknown	NO	TE_00007817#DNA/hAT_MITE	TE_00007817#Unknown	2	TE_00007817#Unknown
TE_00001010#Unknown	NO	TE_00001010#LTR	TE_00001010#Unknown	2	TE_00001010#Unknown
TE_00007631#Unknown	NO	TE_00007631#LTR/Gypsy	TE_00007631#Unknown	2	TE_00007631#Unknown
TE_00010418#Unknown	NO	TE_00010418#LTR/Gypsy	TE_00010418#Unknown	2	TE_00010418#Unknown
TE_00007670#Unknown	NO	TE_00007670#LTR/Gypsy	TE_00007670#Unknown	2	TE_00007670#Unknown
